Movie,Month,Day,Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Death Sentence,Aug,31,2007,20,9.534258,16.907831
Rabbit-Proof Fence,Nov,29,2002,7,6.1996,16.866928
The Birth of a Nation,Oct,7,2016,10,15.861566,16.847879
Femme Fatale,Nov,6,2002,35,6.630252,16.830252
"Kiss Kiss, Bang Bang",Oct,21,2005,15,4.235837,16.829464
54,Aug,28,1998,13,16.757163,16.757163
My Soul to Take,Oct,8,2010,25,14.744435,16.72747
Battle of the Year,Sep,20,2013,20,8.888355,16.723377
Tremors,Jan,19,1990,10,16.667084,16.667084
Bringing Out The Dead,Oct,22,1999,32,16.64021,16.64021
Digimon: The Movie,Oct,6,2000,5,9.628751,16.628751
Paparazzi,Sep,3,2004,20,15.712072,16.612072
Silent House,Mar,9,2012,2,12.739737,16.61076
The Good Girl,Aug,7,2002,8,14.018296,16.585503
Baby's Day Out,Jul,1,1994,50,16.581575,16.581575
Blue Valentine,Dec,29,2010,1,9.737892,16.56624
Mindhunters,May,13,2005,27,4.476235,16.566235
Transamerica,Jan,20,2006,1,9.015303,16.553163
Original Sin,Aug,3,2001,26,16.52141,16.52141
Sea Rex 3D: Journey to a Prehistoric World,May,28,2010,5,6.096582,16.515203
American Dreamz,Apr,21,2006,17,7.314027,16.510971
Der Baader Meinhof Komplex,Aug,21,2009,19.7,0.47627,16.498827
The Powerpuff Girls,Jul,3,2002,25,11.411644,16.425701
"I Love You, Beth Cooper",Jul,10,2009,18,14.800725,16.382538
The Words,Sep,7,2012,6,11.494838,16.369708
Two Lovers,Feb,13,2009,12,3.149034,16.349034
A Simple Plan,Dec,11,1998,17,16.316273,16.316273
Pride and Prejudice and Zombies,Feb,5,2016,28,10.907291,16.311335
Muppets From Space,Jul,14,1999,24,16.304786,16.304786
Howard the Duck,Aug,1,1986,30,16.295774,16.295774
Black Christmas,Dec,5,2006,9,16.235738,16.235738
Imagine That,Jun,12,2009,55,16.222392,16.222392
Imagine That,Jun,12,2009,55,16.222392,16.222392
Forever My Girl,Jan,19,2018,3.5,16.212773,16.212773
The Emperor's Club,Nov,22,2002,12.5,14.06095,16.193713
Shine a Light,Apr,4,2008,1,5.505267,16.173879
Paranoia,Aug,16,2013,40,7.388654,16.173593
Just Visiting,Apr,6,2001,40,4.777007,16.1722
House of Sand and Fog,Dec,19,2003,16.5,13.005485,16.157923
Mo' Better Blues,Aug,3,1990,10,16.153,16.153
Silence,Dec,23,2016,46.5,7.100177,16.152151
Flirting with Disaster,Mar,22,1996,7,14.853474,16.14918
Wes Craven Presents: They,Nov,27,2002,17,12.840842,16.140842
Winter's Bone,Jun,11,2010,2,6.531503,16.131551
"Bright Lights, Big City",Apr,1,1988,25,16.118077,16.118077
Incendies,Sep,17,2010,6.8,6.857096,16.038343
O (Othello),Aug,31,2001,5,16.017403,16.017403
The Ice Storm,Sep,26,1997,18,8.038061,16.011975
Drowning Mona,Mar,3,2000,16,15.427192,15.980376
Cry Wolf,Sep,16,2005,1,10.047674,15.943081
Jason Goes to Hell: The Final Friday,Aug,13,1993,3,15.935068,15.935068
Thomas and the Magic Railroad,Jul,26,2000,19,15.911332,15.911332
The Conspirator,Apr,15,2011,25,11.538204,15.907411
Haevnen,Apr,1,2011,5.5,1.008098,15.867314
Extraordinary Measures,Jan,22,2010,31,12.482741,15.826984
Anonymous,Oct,28,2011,27.5,4.463292,15.815509
Jaws 4: The Revenge,Jul,17,1987,23,15.728335,15.728335
The Island,Jun,13,1980,22,15.716828,15.716828
High Plains Drifter,Aug,22,1973,5.5,15.7,15.7
The Last Station,Jan,15,2010,18,6.617867,15.696146
Larry the Cable Guy: Health Inspector,Mar,24,2006,17,15.680099,15.680099
Unforgettable,Apr,21,2017,12,11.368012,15.668012
Made in Dagenham,Nov,19,2010,8,1.095369,15.644196
Ulee's Gold,Jun,13,1997,2.7,9.054736,15.6
Scouts Guide to the Zombie Apocalypse,Oct,30,2015,15,3.703046,15.554855
My Boss's Daughter,Aug,22,2003,14,15.549702,15.549702
Shanghai,Oct,2,2015,50,0.046425,15.505922
The Greatest Story Ever Told,Feb,15,1965,20,15.473333,15.473333
Bait,Sep,15,2000,35,15.325127,15.471969
In Too Deep,Aug,25,1999,7,14.026509,15.471229
The Greatest Game Ever Played,Sep,30,2005,25,15.331289,15.468266
The Weather Man,Oct,28,2005,20,12.482775,15.466961
The Fountain,Nov,22,2006,35,10.14401,15.461638
The Jacket,Mar,4,2005,28.5,6.301131,15.452978
Out of the Furnace,Dec,4,2013,22,11.330849,15.434375
Touching the Void,Jan,23,2004,2,4.593598,15.396525
Alex & Emma,Jun,20,2003,30,14.208384,15.358583
The Haunting of Molly Hartley,Oct,31,2008,5,13.442412,15.318257
The Assassination of Jesse James by the Coward Robert Ford,Sep,21,2007,30,3.909149,15.313631
Ida,May,2,2014,2.6,3.82706,15.298355
"The Goods: Live Hard, Sell Hard",Aug,14,2009,10,15.122676,15.297318
Snezhnaya koroleva,Jan,28,2014,7,0,15.20633
Sweet Sweetback's Baad Asssss Song,Jan,1,1971,0.15,15.2,15.2
The Long Riders,May,16,1980,10,15.198912,15.198912
Thinner,Oct,25,1996,14,15.171475,15.171475
The Corruptor,Mar,12,1999,10,15.164492,15.164492
Chasing Amy,Apr,4,1997,0.25,12.006514,15.155095
Iris,Dec,14,2001,5.5,5.580479,15.155021
La science des rêves,Sep,22,2006,6,4.670644,15.137932
Firestarter,May,11,1984,15,15.13687,15.13687
Io sono l’amore,Jun,18,2010,10,5.005465,15.132211
Halloween: The Curse of Michael Myers,Sep,29,1995,5,15.126948,15.126948
The Painted Veil,Dec,20,2006,19.4,8.060487,15.118795
Dead Man on Campus,Aug,21,1998,14,15.064948,15.064948
Twilight,Mar,6,1998,20,15.055091,15.055091
The Reef,Dec,31,2010,10,0,15.037867
Haakon Haakonsen,Mar,1,1991,8.5,15.024232,15.024232
Spaced Invaders,Apr,27,1990,3,15,15
The Front Page,Dec,17,1974,4,15,15
The Egyptian,Jan,1,1954,5,15,15
Obitaemyy ostrov,Dec,31,2009,36.5,0,15
The Vatican Tapes,Jul,24,2015,13,1.784763,14.999638
Solaris,Nov,27,2002,47,14.970038,14.970038
Kiss of Death,Apr,21,1995,40,14.942422,14.942422
The Hudsucker Proxy,Mar,11,1994,40,2.816518,14.938149
Boat Trip,Mar,21,2003,15,8.586376,14.933713
Regression,Oct,30,2015,20,0.055039,14.883495
Eve's Bayou,Nov,7,1997,5,14.843425,14.843425
Hollywood Ending,May,3,2002,16,4.839383,14.839383
Supernova,Jan,14,2000,60,14.218868,14.816494
Flyboys,Sep,22,2006,60,13.09063,14.816379
Raise Your Voice,Oct,8,2004,15,10.41198,14.81198
A Dangerous Method,Nov,23,2011,20,5.702083,14.807531
Possession,Aug,16,2002,25,10.103647,14.805812
Radio Days,Jan,30,1987,16,14.792779,14.792779
Out Cold,Nov,21,2001,11,13.906394,14.786394
Inherent Vice,Dec,12,2014,20,8.110975,14.772346
Khiladi 786,Dec,7,2012,5.6,0.385422,14.683763
Soldier,Oct,23,1998,75,14.623082,14.623082
Beyond the Lights,Nov,14,2014,7,14.618727,14.618727
Birth,Oct,29,2004,20,5.005899,14.603001
Hellraiser,Sep,18,1987,1,14.564,14.575148
Envy,Apr,30,2004,20,13.548322,14.566246
Soul Plane,May,28,2004,16,13.922211,14.553807
School Daze,Feb,12,1988,6,14.545844,14.545844
"Mune, le gardien de la lune",Sep,26,2017,17,0,14.534046
Kickboxer,Sep,8,1989,1.5,14.533681,14.533681
Red Lights,Jul,13,2012,17.7,0.049521,14.518884
Being Julia,Oct,15,2004,18,7.739049,14.488705
Flight of the Intruder,Jan,18,1991,35,14.47144,14.47144
Welcome to Mooseport,Feb,20,2004,26,14.469428,14.469428
"Life, or Something Like It",Apr,26,2002,40,14.448589,14.448589
Maria Full of Grace,Jul,16,2004,3.2,6.529624,14.441158
Halloween 3: Season of the Witch,Oct,22,1982,2.5,14.4,14.4
Trapeze,Jan,1,1956,4,14.4,14.4
Tea with Mussolini,May,14,1999,14,14.395874,14.395874
Snow Falling on Cedars,Dec,24,1999,36,14.378353,14.378353
Ishtar,May,15,1987,40,14.375181,14.375181
Memoirs of an Invisible Man,Feb,28,1992,40,14.358033,14.358033
Friday the 13th Part VIII: Jason Takes Manhattan,Jul,28,1989,5,14.343976,14.343976
Hot Rod,Aug,3,2007,25,13.938332,14.334401
Turistas,Dec,1,2006,10,7.027762,14.32107
Tropa de Elite,Sep,19,2008,6.53789,0.008744,14.319195
Beginners,Jun,3,2011,3.2,5.790894,14.314407
Do You Believe?,Mar,20,2015,2.3,12.9856,14.30545
Ballistic: Ecks vs. Sever,Sep,20,2002,70,14.294842,14.294842
I Dreamed of Africa,May,5,2000,34,6.543194,14.291999
The Messenger: The Story of Joan of Arc,Nov,12,1999,50,14.271297,14.271297
Sukkar banat,Feb,1,2008,1.6,1.060591,14.25376
Josie and the Pussycats,Apr,11,2001,22,14.25283,14.25283
Freddy Got Fingered,Apr,20,2001,15,14.249005,14.249005
The Return of the Living Dead,Aug,16,1985,4,14.23788,14.23788
Buffy the Vampire Slayer,Jul,31,1992,7,14.231669,14.231669
Labor Day,Jan,31,2014,18,13.371528,14.18981
Dirty Pretty Things,Jul,18,2003,10,8.112414,14.156753
In the Land of Women,Apr,20,2007,10.5,11.052958,14.140402
Little Children,Oct,6,2006,14,5.463019,14.121177
Poltergeist III,Jun,10,1988,9.5,14.114,14.114
How to Deal,Jul,18,2003,16,14.108518,14.108518
Def Jam's How To Be a Player,Aug,6,1997,12,14.010363,14.010363
Creepshow 2,May,1,1987,3.5,14,14
Stealing Harvard,Sep,13,2002,25,13.973532,13.973532
Waltz with Bashir,Dec,25,2008,2,2.283849,13.912289
Religulous,Oct,1,2008,2.5,13.01116,13.881317
My Stepmother Is an Alien,Dec,9,1988,16,13.854,13.854
The Spanish Prisoner,Apr,3,1998,10,10.162034,13.83513
The Man Who Knew Too Little,Nov,14,1997,20,13.801755,13.801755
"New York, New York",Jun,22,1977,14,13.8,13.8
She's the One,Aug,23,1996,3.5,9.482579,13.795053
Juwanna Mann,Jun,21,2002,15.6,13.571817,13.771817
The House of the Dead,Oct,10,2003,7,10.199354,13.767816
Blow Out,Jul,24,1981,18,13.747234,13.747234
Highlander III: The Sorcerer,Jan,27,1995,26,13.738574,13.738574
One Night with the King,Oct,13,2006,20,13.395961,13.725032
The Ladies Man,Oct,13,2000,11,13.592872,13.719474
Fear and Loathing in Las Vegas,May,22,1998,18.5,10.680275,13.711903
Hey Arnold! The Movie,Jun,28,2002,10,13.684949,13.684949
Mutiny on The Bounty,Nov,8,1962,19,13.68,13.68
The Gunman,Mar,20,2015,40,10.664749,13.644292
Sydney White,Sep,21,2007,16.5,11.892415,13.636339
American Outlaws,Aug,17,2001,35,13.264986,13.601109
Osmosis Jones,Aug,10,2001,70,13.596911,13.596911
Redemption,Jun,28,2013,23,0.036686,13.593473
Tomcats,Mar,30,2001,11,13.558739,13.558739
The Little Vampire,Oct,27,2000,22,13.555988,13.555988
The Deep End of the Ocean,Mar,12,1999,40,13.508635,13.508635
Le Havre,Oct,21,2011,5.5,0.611709,13.480196
Los tres entierros de Melquiades Estrada,Dec,14,2005,15,5.027684,13.454474
The History Boys,Nov,21,2006,3.7,2.730296,13.447998
Chasseurs de dragons,Jun,23,2009,17,0,13.446115
The Lords of Dogtown,Jun,3,2005,25,11.273517,13.424365
While We're Young,Mar,27,2015,10,7.582065,13.423176
Secrets & Lies,Sep,28,1996,4.5,13.417292,13.417292
The Legend of the Lone Ranger,May,22,1981,18,13.4,13.4
Bullets Over Broadway,Oct,21,1994,20,13.383747,13.383747
Vera Drake,Oct,10,2004,11,3.753806,13.353855
The Pirates Who Don't Do Anything: A VeggieTales Movie,Jan,11,2008,15,12.981269,13.248444
In the Name of the King: A Dungeon Siege Tale,Jan,11,2008,60,4.775656,13.23322
FearDotCom,Aug,30,2002,40,13.208023,13.208023
I Think I Love My Wife,Mar,16,2007,14,12.559771,13.205411
Anything Else,Sep,19,2003,18,3.203044,13.203044
Family Plot,Apr,9,1976,3,13.2,13.2
The Honeymooners,Jun,10,2005,27,12.834849,13.174426
Akmareul Boatda,Mar,4,2011,6,0.12921,13.168809
To Kill A Mockingbird,Dec,25,1962,2,13.129846,13.129846
Hillary’s America: The Secret History of the Democratic Party,Jul,15,2016,5,13.099931,13.099931
The Ice Pirates,Mar,16,1984,9,13.07539,13.07539
The Way of the Gun,Sep,8,2000,9,6.047856,13.061935
Ghosts of Mississippi,Dec,20,1996,36,13.052741,13.052741
Angela's Ashes,Dec,24,1999,25,13.03866,13.03866
Crooklyn,May,13,1994,14,13.02417,13.02417
The Crew,Aug,25,2000,23,13.019253,13.019253
In Cold Blood,Jan,1,1967,3.5,13,13.007551
Torn Curtain,Jul,16,1966,3,13,13
They Live,Nov,4,1988,4,13,13
The Wiz,Oct,24,1978,24,13,13
Bandslam,Aug,14,2009,20,5.210988,12.967829
Lone Star,Jun,21,1996,5,12.961389,12.961389
April Fool's Day,Mar,27,1986,5,12.947763,12.947763
The Green Inferno,Sep,25,2015,1,7.192291,12.931569
Slither,Mar,31,2006,15.25,7.80245,12.930343
Loving,Nov,4,2016,9,7.710234,12.927162
Gods and Generals,Feb,21,2003,55,12.882934,12.923936
Gods and Generals,Feb,21,2003,55,12.882934,12.923936
Living Out Loud,Oct,30,1998,12,12.905901,12.905901
Highlander,Mar,7,1986,16,5.9,12.9
Mary Reilly,Feb,23,1996,47,5.707094,12.9
Evening,Jun,29,2007,30,12.406646,12.885574
Deception,Apr,25,2008,25,4.598506,12.850033
Unfinished Business,Mar,6,2015,35,10.219501,12.819501
Marvin's Room,Dec,20,1996,23,12.803305,12.803305
Highlander: Endgame,Sep,1,2000,15,12.80119,12.80119
The Nun's Story,Jan,1,1959,3.5,12.8,12.8
Mystic Pizza,Oct,21,1988,6,12.793213,12.793213
"Bon Cop, Bad Cop",Aug,4,2006,8,12.6713,12.740705
The Omega Code,Oct,15,1999,7.2,12.610552,12.678312
Idlewild,Aug,25,2006,15,12.669914,12.669914
Chasing Papi,Apr,16,2003,9,6.126237,12.657377
Extreme Ops,Nov,27,2002,40,4.835968,12.624471
Frenzy,Jun,21,1972,3.5,12.6,12.6
Diner,Apr,2,1982,5,12.592907,12.592907
Gossip,Apr,21,2000,14,5.10882,12.59127
Bachelorette,Sep,7,2012,3,0.44677,12.577401
Love Jones,Mar,14,1997,10,12.554569,12.554569
Gattaca,Oct,24,1997,36,12.532777,12.532777
People Like Us,Jun,29,2012,16,12.431792,12.519804
Sorority Boys,Mar,22,2002,12,10.198766,12.516222
Breakin' All the Rules,May,14,2004,9,12.232382,12.512317
Zoom,Aug,11,2006,35,11.989328,12.506188
War and Peace,Jan,1,1956,6,12.5,12.5
Hot Tub Time Machine 2,Feb,20,2015,14,12.314651,12.452601
Knockaround Guys,Oct,11,2002,15,11.66018,12.4197
Bad Lieutenant: Port of Call New Orleans,Nov,20,2009,25,1.702112,12.413949
Nueve Reinas,Apr,19,2002,1.5,1.222889,12.412889
Bella,Oct,26,2007,3.3,8.093373,12.405473
Undisputed,Aug,23,2002,20,12.398628,12.398628
I’m Not There,Nov,21,2007,20,4.017609,12.397613
Promised Land,Jan,4,2013,15,7.597898,12.394562
The Andromeda Strain,Jan,1,1971,6.5,12.376563,12.376563
Ready to Rumble,Apr,7,2000,24,12.37241,12.37241
Soul Men,Nov,7,2008,40,12.082391,12.345883
The Interview,Feb,6,2014,44,6.105175,12.342632
True Romance,Sep,10,1993,12.5,12.281,12.30998
Escape from the Planet of the Apes,Jan,1,1971,2.5,12.3,12.3
Chasing Liberty,Jan,9,2004,23,12.189514,12.291975
My Life Without Me,Sep,26,2003,2.5,0.43236,12.267275
Dark Blue,Feb,21,2003,15,9.23747,12.262065
Whiteout,Sep,11,2009,35,10.275638,12.254746
Låt den rätte komma in,Oct,24,2008,4.5,2.122085,12.247682
Lone Wolf McQuade,Apr,15,1983,5,12.232628,12.232628
The Lunchbox,Feb,28,2014,1.7,4.2315,12.2315
Abandon,Oct,18,2002,25,10.719367,12.219367
Confidence,Apr,25,2003,15,12.212417,12.212417
Office Space,Feb,19,1999,10,10.827813,12.179708
Holy Man,Oct,9,1998,60,12.069719,12.069719
Dave Chappelle's Block Party,Mar,3,2006,3,11.718595,12.051924
"Roman J. Israel, Esq.",Nov,17,2017,22,11.962712,12.039067
Stoker,Mar,1,2013,12,1.703125,12.034913
How to Lose Friends & Alienate People,Oct,3,2008,28,2.775593,12.031443
Harry Brown,Apr,30,2010,7.3,1.818681,12.023606
In Dreams,Jan,15,1999,30,12.017369,12.017369
Sorcerer,Jun,24,1977,21.6,12,12.005968
Harper,Feb,23,1966,3.5,12,12
"4 luni, 3 saptamani si 2 zile",Jan,25,2008,0.9,1.196321,11.993156
Street Fighter: The Legend of Chun-Li,Feb,27,2009,50,8.742261,11.942261
End of the Spear,Jan,20,2006,10,11.748661,11.924041
Mulholland Drive,Oct,8,2001,15,7.219578,11.919578
A Hologram for the King,Apr,22,2016,35,4.212494,11.848058
Narc,Dec,20,2002,7.5,10.465659,11.84326
Chloe,Mar,26,2010,13,3.075255,11.831131
Conviction,Oct,15,2010,12.5,6.797696,11.82698
Getaway,Aug,30,2013,18,10.501938,11.813989
Ratchet and Clank,Apr,29,2016,20,8.81341,11.81341
The Thirteenth Floor,May,28,1999,16,11.810854,11.810854
Bloodsport,Feb,26,1988,1.5,11.806119,11.806119
The Rules of Attraction,Oct,11,2002,4,6.525762,11.79906
Tales from the Hood,May,24,1995,6,11.784569,11.784569
The Longshots,Aug,22,2008,23,11.511323,11.778396
Hoop Dreams,Oct,14,1994,0.7,7.768371,11.768371
Seeking a Friend for the End of the World,Jun,22,2012,10,7.078738,11.766959
Shopgirl,Oct,21,2005,7.5,10.284523,11.758418
Micmacs,May,28,2010,42,1.259693,11.756922
Layer Cake,May,13,2005,6.5,2.339957,11.745931
3 Ninjas Kick Back,May,6,1994,20,11.74496,11.74496
The Great Escape,Aug,8,1963,4,11.744471,11.744471
Ca$h,Dec,31,2008,13.7,0,11.738256
Quills,Nov,22,2000,13.5,7.060876,11.732088
Halloween 5: The Revenge of Michael Myers,Oct,13,1989,6,11.642254,11.642254
The Adventures of Elmo in Grouchland,Oct,1,1999,17,11.634458,11.634458
Dum Maaro Dum,Apr,22,2011,5.2,0.564489,11.633427
The Muse,Aug,27,1999,15,11.614954,11.614954
Lifeforce,Jun,21,1985,25,11.603545,11.603545
Banlieue 13,Jun,2,2006,15,1.200216,11.599903
Wing Commander,Mar,12,1999,30,11.578022,11.578022
The Order,Sep,5,2003,35,7.659747,11.559747
The Legend of Drunken Master,Oct,20,2000,10,11.546543,11.546543
The Cookout,Sep,3,2004,16,11.540112,11.540112
Tsotsi,Feb,24,2006,3,2.912606,11.537539
Turbulence,Jan,10,1997,55,11.532774,11.532774
Turbulence,Jan,10,1997,55,11.532774,11.532774
The Sessions,Oct,19,2012,1,6.002451,11.495204
Beyond Borders,Oct,24,2003,60,4.426297,11.42709
Sphinx,Feb,11,1981,10,2,11.4
Shut In,Nov,11,2016,10,6.900335,11.361962
Reign of Assassins,Nov,1,2016,14,0,11.35423
Snow Flower and the Secret Fan,Jul,15,2011,6,1.348205,11.348205
Water,Apr,28,2006,3,5.529144,11.322573
Lars and the Real Girl,Oct,12,2007,12.5,5.95648,11.277119
Frances Ha,May,17,2013,3,4.067398,11.267511
Chill Factor,Sep,1,1999,34,11.263966,11.263966
Son of Rambow: A Home Movie,May,2,2008,2,1.785505,11.263263
Straw Dogs,Sep,16,2011,25,10.324441,11.253821
Stop-Loss,Mar,28,2008,25,10.915744,11.229035
Superman IV: The Quest for Peace,Jul,24,1987,17,11.227824,11.227824
Before Sunset,Jul,2,2004,2,5.792822,11.217346
Deep Rising,Jan,30,1998,45,11.203026,11.203026
The Squid and the Whale,Oct,5,2005,1.5,7.372734,11.191423
Never Let Me Go,Sep,15,2010,15,2.434652,11.173718
Fun Size,Oct,26,2012,14,9.409538,11.166615
Barney's Great Adventure,Apr,3,1998,15,11.156471,11.156471
The Astronaut Farmer,Feb,23,2007,13,11.003643,11.141213
The Cooler,Nov,26,2003,4,8.291572,11.131455
Brokedown Palace,Aug,13,1999,25,10.115014,11.115766
Big Trouble in Little China,Jul,1,1986,25,11.1,11.1
Krush Groove,Oct,25,1985,3,11.052713,11.052713
Jonah Hex,Jun,18,2010,47,10.547117,11.022696
A Farewell To Arms,Jan,1,1957,5,11,11.014685
The Birth of a Nation,Feb,8,1915,0.11,10,11
The Lost Weekend,Jan,1,1945,1.25,11,11
Show Boat,Sep,24,1951,2.3,11,11
Pat Garrett and Billy the Kid,May,23,1973,4.638783,8,11
Solomon and Sheba,Jan,1,1959,5,11,11
Black Snake Moan,Mar,2,2007,15,9.39687,10.951153
What the #$'! Do We Know,Feb,6,2004,4,10.941801,10.941801
The Darkness,May,13,2016,4,10.753574,10.898293
Extract,Sep,4,2009,7.5,10.823158,10.849158
Here on Earth,Mar,24,2000,15,10.494147,10.845127
The Hole,Dec,31,2001,7.5,0,10.834406
Get Low,Jul,30,2010,7,9.176933,10.828305
You Can Count on Me,Nov,10,2000,1.2,9.180275,10.827356
Silver Bullet,Oct,11,1985,7,10.803211,10.803211
The Night Listener,Aug,4,2006,4,7.836393,10.770993
It’s a Wonderful Life,Jan,1,1946,3.18,6.6,10.768908
We Need to Talk About Kevin,Jan,13,2012,7,1.738692,10.765283
New York Stories,Mar,1,1989,15,10.763469,10.763469
Prom,Apr,29,2011,8,10.130219,10.763183
Paterson,Dec,28,2016,5,2.141423,10.762654
The Belko Experiment,Mar,17,2017,5,10.16682,10.753399
The Beastmaster,Aug,20,1982,5,10.751126,10.751126
Not Easily Broken,Jan,9,2009,5,10.572742,10.732909
Gettysburg,Oct,8,1993,25,10.731997,10.731997
Glengarry Glen Ross,Sep,30,1992,12.5,10.725228,10.725228
Universal Soldier II: The Return,Aug,20,1999,40,10.447421,10.717421
RoboCop 3,Nov,5,1993,22,10.69621,10.69621
Deconstructing Harry,Dec,12,1997,20,10.686841,10.686841
Moon,Jun,12,2009,5,5.010163,10.676073
The Astronaut's Wife,Aug,27,1999,34,10.672566,10.672566
Ghost Dog: The Way of the Samurai,Mar,3,2000,2,3.33023,10.672492
The End of the Affair,Dec,3,1999,23,10.660147,10.660147
The Savages,Nov,28,2007,9,6.623082,10.642023
The Apparition,Aug,24,2012,17,4.936819,10.637281
The Boondock Saints 2: All Saints Day,Oct,30,2009,8,10.273187,10.62932
The Virgin Suicides,Apr,21,2000,6,4.859475,10.61977
Return to Oz,Jun,21,1985,27,10.618813,10.618813
After Hours,Sep,13,1985,4.5,10.609321,10.609321
The Great Raid,Aug,12,2005,60,10.166502,10.59707
Drop Dead Gorgeous,Jul,23,1999,10,10.571408,10.571408
Three to Tango,Oct,22,1999,20,10.570375,10.570375
Mad City,Nov,7,1997,50,10.561038,10.561038
Pollock,Dec,15,2000,6,8.596914,10.557291
We're No Angels,Dec,15,1989,20,10.555348,10.555348
Moms’ Night Out,May,9,2014,5,10.429707,10.537341
The Promise,Apr,21,2017,90,8.224288,10.524093
Home Fries,Nov,25,1998,15,10.513979,10.513979
The Collector,Jul,31,2009,3,7.712114,10.473836
Steamboy,Mar,18,2005,20,0.468867,10.468867
Casablanca,Jan,23,1943,1.039,10.4625,10.4625
Dangerous Liaisons,Nov,9,2012,24.2,0.017,10.447579
LOL,May,4,2012,11,0,10.431506
The Brothers McMullen,Aug,9,1995,0.05,10.426506,10.426506
First Daughter,Sep,24,2004,30,9.05501,10.419084
Sex Drive,Oct,17,2008,19,8.402485,10.412485
Elmer Gantry,Jan,1,1960,3,10.4,10.4
Moby Dick,Jan,1,1956,4.5,10.4,10.4
Head Over Heels,Feb,2,2001,14,10.397365,10.397365
The Man,Sep,9,2005,20,8.33072,10.393696
Thunder and the House of Magic,Sep,5,2014,34,0.004091,10.392666
All is Lost,Oct,18,2013,8.5,6.26367,10.386814
Town & Country,Apr,27,2001,105,6.712451,10.364769
The Scarlet Letter,Oct,13,1995,50,10.359006,10.359006
The Newton Boys,Mar,27,1998,27,10.341093,10.341093
Knock Off,Sep,4,1998,35,10.319915,10.319915
I Got the Hook-Up!,May,27,1998,3.5,10.317779,10.317779
Facing the Giants,Sep,29,2006,0.1,10.178331,10.243159
