byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short
GLENN KENNY,0,12/2/2017 17:44,My Friend Dahmer,"Review: ‘My Friend Dahmer,’ the Boy Who Became a Cannibal",Read the New York Times Review of My Friend Dahmer,article,http://www.nytimes.com/2017/11/02/movies/review-my-friend-dahmer-the-boy-who-became-a-cannibal.html,R,,11/3/2017,11/2/2017,The story of the making of a monster.
BEN KENIGSBERG,0,11/10/2017 17:44,A Gray State,"Review: ‘A Gray State,’ Behind a Filmmaker’s Madness",Read the New York Times Review of A Gray State,article,http://www.nytimes.com/2017/11/02/movies/review-a-gray-state-behind-a-filmmakers-madness.html,,,11/3/2017,11/2/2017,"Erik Nelson’s documentary centers on the aspiring filmmaker David Crowley, whose violent death became a cause for conspiracy theorists."
JEANNETTE CATSOULIS,0,11/15/2017 17:44,Blade of the Immortal,Review: Sorcery and Revenge Fuel ‘Blade of the Immortal’,Read the New York Times Review of Blade of the Immortal,article,http://www.nytimes.com/2017/11/02/movies/blade-of-the-immortal-review-takashi-miike.html,R,,11/3/2017,11/2/2017,A brokenhearted girl and an undying samurai team up in Takashi Miike’s film.
ANDY WEBSTER,0,11/2/2017 11:04,It Happened in L.A.,"Review: ‘It Happened in L.A.,’ All That Questing After Love",Read the New York Times Review of It Happened in L.A.,article,http://www.nytimes.com/2017/11/02/movies/it-happened-in-la-review.html,,,11/3/2017,11/2/2017,"This ensemble comedy from Michelle Morgan concerns one woman who exits a relationship, and another who seeks one. Their city only complicates matters."
DANIEL M. GOLD,0,11/10/2017 17:44,No Dress Code Required,"Review: In ‘No Dress Code Required,’ a Gay Couple’s Mexicali Blues",Read the New York Times Review of No Dress Code Required,article,http://www.nytimes.com/2017/11/02/movies/no-dress-code-required-review.html,,,11/3/2017,11/2/2017,Cristina Herrera Borquez’s documentary follows Victor Aguirre and Fernando Urias in their bureaucratic battle to be legally married.
A.O. SCOTT,0,12/2/2017 17:44,Last Flag Flying,"Review: ‘Last Flag Flying’ Is a Starry, Somber and Comic War Movie",Read the New York Times Review of Last Flag Flying,article,http://www.nytimes.com/2017/11/02/movies/last-flag-flying-review-steve-carell-bryan-cranston-laurence-fishburne-richard-linklater.html,R,,11/3/2017,11/2/2017,"Three Vietnam vets — played by Steve Carell, Bryan Cranston and Laurence Fishburne — reunite during the Iraq war to accomplish a grim mission."
MANOHLA DARGIS,0,12/1/2017 17:44,Thor: Ragnarok,"Review: ‘Thor: Ragnarok,’ of Gods, Monsters and Silly Jokes",Read the New York Times Review of Thor: Ragnarok,article,http://www.nytimes.com/2017/11/01/movies/thor-ragnarok-review-chris-hemsworth.html,PG-13,,11/3/2017,11/1/2017,"In the newest, loosest, goofiest and funniest Thor blowout, Chris Hemsworth’s superhero chillaxes with the Hulk and takes a punch from a Valkyrie."
A.O. SCOTT,1,12/1/2017 17:44,Lady Bird,Review: Greta Gerwig’s ‘Lady Bird’ Is Big-Screen Perfection,Read the New York Times Review of Lady Bird,article,http://www.nytimes.com/2017/10/31/movies/lady-bird-review-greta-gerwig-saoirse-ronan.html,R,,11/3/2017,10/31/2017,"Saoirse Ronan plays a high school senior who insists on asserting her individuality, and it makes for a thrilling film."
JASON ZINOMAN,0,12/1/2017 17:44,Wait for Your Laugh,"Review: In ‘Wait for Your Laugh’ and ‘Gilbert,’ Comedians Work Hard",Read the New York Times Review of Wait for Your Laugh,article,http://www.nytimes.com/2017/11/02/movies/wait-for-your-laugh-review-gilbert-gottfried-rose-marie.html,,,11/1/2017,11/2/2017,"These documentaries go behind the scenes with their well-known subjects, Rose Marie and Gilbert Gottfried."
JEANNETTE CATSOULIS,0,12/2/2017 17:44,A Bad Moms Christmas,Review: Bad Grandmoms Show Up for ‘A Bad Moms Christmas’,Read the New York Times Review of A Bad Moms Christmas,article,http://www.nytimes.com/2017/11/02/movies/a-bad-moms-christmas.html,R,,11/1/2017,11/2/2017,"Christine Baranski, Cheryl Hines and Susan Sarandon join the cast for a sequel to “Bad Moms.”"
KEN JAWOROWSKI,0,11/10/2017 17:44,11/8/2016,"Review: In ‘11/8/16,’ Looking at Election Day, After the Race Is Run",Read the New York Times Review of 11/8/16,article,http://www.nytimes.com/2017/11/02/movies/11-8-16-review.html,,,11/1/2017,11/2/2017,The documentary followed more than 16 people to the polls on Election Day to learn about their thoughts and feelings on the candidates.
TEO BUGBEE,0,11/10/2017 17:44,The Light of the Moon,Review: ‘The Light of the Moon’ and the Trauma of Rape,Read the New York Times Review of The Light of the Moon,article,http://www.nytimes.com/2017/10/31/movies/review-the-light-of-the-moon-and-the-trauma-of-rape.html,,,11/1/2017,10/31/2017,Stephanie Beatriz plays a young woman who learns to survive after a night out ends in a brutal attack in this drama from Jessica M. Thompson.
BEN KENIGSBERG,0,12/1/2017 17:44,1945,"Review: In ‘1945,’ Hungarian Villagers Are Forced to Revisit Wartime Sins",Read the New York Times Review of 1945,article,http://www.nytimes.com/2017/10/31/movies/1945-review-ferenc-torok.html,,,11/1/2017,10/31/2017,"Ferenc Torok’s lean feature is a Holocaust film built, consciously or not, on a reversal of the tropes of the western."
GLENN KENNY,0,11/10/2017 17:44,Frank Serpico,Review: ‘Frank Serpico’ Updates the Story of the Man Behind a Classic Movie,Read the New York Times Review of Frank Serpico,article,http://www.nytimes.com/2017/10/31/movies/frank-serpico-review.html,,,11/1/2017,10/31/2017,The real Frank Serpico proves to be a compelling figure in a documentary that picks up where the classic Hollywood film left off.
MANOHLA DARGIS,0,11/17/2017 17:44,Suburbicon,Review: Glib Laughs and Race Hate in ‘Suburbicon’,Read the New York Times Review of Suburbicon,article,http://www.nytimes.com/2017/10/26/movies/suburbicon-review-george-clooney-matt-damon-julianne-moore.html,R,,10/27/2017,10/26/2017,"George Clooney stays off camera to direct Matt Damon and Julianne Moore in a caustic comedy about the good old American days of fear, hate and rage."
TEO BUGBEE,0,11/3/2017 16:44,Maya Dardel,Review: Lena Olin Is Fierce as a Suicidal Poet in ‘Maya Dardel’,Read the New York Times Review of Maya Dardel,article,http://www.nytimes.com/2017/10/26/movies/maya-dardel-review-lena-olin.html,,,10/27/2017,10/26/2017,A character who wants to play with power in a movie that reeks of scholarly pretension.
KEN JAWOROWSKI,0,11/10/2017 17:44,Mully,Review: ‘Mully’ Is a Man Dedicated to Saving Kenya’s Orphans,Read the New York Times Review of Mully,article,http://www.nytimes.com/2017/10/26/movies/mully-review.html,,,10/27/2017,10/26/2017,"A documentary looks at Charles Mully, who gave up great wealth to aid the poor and homeless in his country."
JEANNETTE CATSOULIS,0,11/3/2017 16:44,All I See Is You,"Review: In ‘All I See Is You,’ Sight Is Restored and a Marriage Rocked",Read the New York Times Review of All I See Is You,article,http://www.nytimes.com/2017/10/26/movies/all-i-see-is-you-review-blake-lively.html,R,,10/27/2017,10/26/2017,This psychodrama from Marc Forster stars Blake Lively and Jason Clarke as a seemingly happy married couple.
BEN KENIGSBERG,0,11/22/2017 3:44,Thank You for Your Service,"Review: In ‘Thank You for Your Service,’ the War at Home",Read the New York Times Review of Thank You for Your Service,article,http://www.nytimes.com/2017/10/26/movies/thank-you-for-your-service-review-miles-teller.html,R,,10/27/2017,10/26/2017,"The film, from the screenwriter of “American Sniper,” is an earnest and powerful drama about Iraq veterans returning to Kansas."
BEN KENIGSBERG,0,11/10/2017 17:44,The Divine Order,Review: ‘The Divine Order’ Recalls the Fight for Women’s Suffrage in Switzerland,Read the New York Times Review of The Divine Order,article,http://www.nytimes.com/2017/10/26/movies/the-divine-order-review.html,,,10/27/2017,10/26/2017,"Set in 1971, Petra Volpe’s film takes a middlebrow, mildly rollicking approach toward a serious subject."
GLENN KENNY,1,11/2/2017 4:18,Joan Didion: The Center Will Not Hold,"Review: A ‘Joan Didion’ Portrait, From an Intimate Source",Read the New York Times Review of Joan Didion: The Center Will Not Hold,article,http://www.nytimes.com/2017/10/24/movies/joan-didion-the-center-will-not-hold-review-griffin-dunne.html,,,10/27/2017,10/24/2017,"This documentary is directed by Griffin Dunne, Ms. Didion’s nephew, a relationship that limits the movie in certain ways, but opens it up in others."
JEANNETTE CATSOULIS,1,11/24/2017 17:44,God's Own Country,"Review: Love Is Wild, if Not Pretty, in ‘God’s Own Country’",Read the New York Times Review of God's Own Country,article,http://www.nytimes.com/2017/10/24/movies/gods-own-country-review.html,,,10/25/2017,10/24/2017,"This feature debut of the writer and director Francis Lee is a bracing, sometimes brutal movie."
A.O. SCOTT,0,11/20/2017 17:44,Geostorm,"Review: In ‘Geostorm,’ Gerard Butler (and His Stubble) Save the Planet",Read the New York Times Review of Geostorm,article,http://www.nytimes.com/2017/10/20/movies/geostorm-review-gerard-butler.html,PG-13,,10/20/2017,10/20/2017,"In this action film, the world is threatened by a space-based weather-control system armed with ice, fire, hail and heavy rain."
GLENN KENNY,0,11/20/2017 17:44,Tyler Perry's Boo 2! A Madea Halloween,Review: A Case of Déjà Vu in ‘Tyler Perry’s Boo 2! A Madea Halloween’,Read the New York Times Review of Tyler Perry's Boo 2! A Madea Halloween,article,http://www.nytimes.com/2017/10/20/movies/tyler-perrys-boo-2-a-madea-halloween-review.html,PG-13,,10/20/2017,10/20/2017,"In this sequel that feels like a remake, all prospects for amusement are never even vaguely realized."
MANOHLA DARGIS,1,11/19/2017 17:44,Wonderstruck,"Review: ‘Wonderstruck,’ Todd Haynes’s Imitations of Life",Read the New York Times Review of Wonderstruck,article,http://www.nytimes.com/2017/10/19/movies/wonderstruck-review-todd-haynes.html,PG,,10/20/2017,10/19/2017,Mr. Haynes’s lovely adaptation of Brian Selznick’s book centers on a girl in the 1920s and a boy in the ’70s whose lives are mysteriously connected.
ANDY WEBSTER,1,11/17/2017 17:44,Only the Brave,Review: ‘Only the Brave’ Is an Inspiring Tale of Firefighter Sacrifice,Read the New York Times Review of Only the Brave,article,http://www.nytimes.com/2017/10/19/movies/only-the-brave-review-josh-brolin.html,PG-13,,10/20/2017,10/19/2017,"This action drama from Joseph Kosinski — about the Granite Mountain Hotshots of Prescott, Ariz. — offers some real feeling under a schematic surface."
DANIEL M. GOLD,1,11/3/2017 16:44,Aida's Secrets,Review: Uncovering a Displaced Family’s Past in ‘Aida’s Secrets’,Read the New York Times Review of Aida's Secrets,article,http://www.nytimes.com/2017/10/19/movies/aidas-secrets-review.html,,,10/20/2017,10/19/2017,"This documentary follows Izak Szewelewicz, who was sent to Israel as a toddler after World War II, on a search for the brother he didn’t know he had."
MANOHLA DARGIS,0,11/16/2017 17:44,The Snowman,Review: ‘The Snowman’ Is a Thrill-Free Thriller Tied in Knots,Read the New York Times Review of The Snowman,article,http://www.nytimes.com/2017/10/19/movies/the-snowman-review-michael-fassbender-jo-nesbo.html,R,,10/20/2017,10/19/2017,Michael Fassbender and other talented people wander through this leaden mess.
TEO BUGBEE,0,11/10/2017 17:44,Tragedy Girls,"Review: In ‘Tragedy Girls,’ Teenagers Terrorize (and Tweet)",Read the New York Times Review of Tragedy Girls,article,http://www.nytimes.com/2017/10/19/movies/tragedy-girls-review.html,R,,10/20/2017,10/19/2017,"In this slasher comedy, two high school social media stars find that murder is the best way to drum up followers for their online horror brand."
BEN KENIGSBERG,0,11/3/2017 16:44,One of Us,"Review: ‘One of Us,’ a Portrait of Starting a New Life",Read the New York Times Review of One of Us,article,http://www.nytimes.com/2017/10/19/movies/one-of-us-review.html,,,10/20/2017,10/19/2017,"This documentary, directed by Heidi Ewing and Rachel Grady, follows three ultra-Orthodox Jews who have left the Hasidic community."
MONICA CASTILLO,0,11/2/2017 4:18,Dealt,"Review: In ‘Dealt,’ a Magician Never Shows His Hand (Until He Does)",Read the New York Times Review of Dealt,article,http://www.nytimes.com/2017/10/19/movies/dealt-review-richard-turner.html,,,10/20/2017,10/19/2017,This documentary focuses on the hyperkinetic card magician Richard Turner.
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Never Here,Review: Secrets and Lies in ‘Never Here’,Read the New York Times Review of Never Here,article,http://www.nytimes.com/2017/10/19/movies/never-here-review.html,R,,10/20/2017,10/19/2017,"This film, which features Sam Shepard in his final, all-too-brief screen role, plays more like an experimental art project."
JEANNETTE CATSOULIS,0,11/2/2017 4:18,Jungle,Review: Braving Foot Rot and Fire Ants in the Amazon ‘Jungle’,Read the New York Times Review of Jungle,article,http://www.nytimes.com/2017/10/19/movies/jungle-review-daniel-radcliffe.html,R,,10/20/2017,10/19/2017,Daniel Radcliffe suffers for his art in this true-life survival tale about the Israeli adventurer Yossi Ghinsberg.
GLENN KENNY,0,11/2/2017 4:18,L'enfant secret,Review: The Crushed Romanticism of Philippe Garrel’s ‘L’Enfant Secret’,Read the New York Times Review of L'enfant secret,article,http://www.nytimes.com/2017/10/17/movies/lenfant-secret-review-philippe-garrel.html,,,10/18/2017,10/17/2017,A film that opened in Paris in 1979 finally surfaces in the United States.
MANOHLA DARGIS,1,11/3/2017 16:44,Professor Marston and the Wonder Women,"Review: ‘Professor Marston,’ With Kinks! Pleasures! Female Power!",Read the New York Times Review of Professor Marston and the Wonder Women,article,http://www.nytimes.com/2017/10/12/movies/professor-marston-and-the-wonder-woman-review.html,R,,10/13/2017,10/12/2017,"In “Professor Marston and the Wonder Women,” the writer-director Angela Robinson tells a knotty story with wit, sympathy and economy."
BEN KENIGSBERG,1,11/7/2017 17:44,78/52,Review: Reliving Delicious Terror in ‘78/52: Hitchcock’s Shower Scene’,Read the New York Times Review of 78/52,article,http://www.nytimes.com/2017/10/12/movies/78-52-hitchcocks-shower-scene-review.html,,,10/13/2017,10/12/2017,A documentary by Alexandre O. Philippe finds plenty to examine in one of the most memorable scenes in American film.
GLENN KENNY,1,11/2/2017 4:18,Thy Father's Chair,Review: Two Hoarders Clean House in ‘Thy Father’s Chair’,Read the New York Times Review of Thy Father's Chair,article,http://www.nytimes.com/2017/10/12/movies/thy-fathers-chair-review.html,,,10/13/2017,10/12/2017,The mess that two Brooklyn brothers make of their house in this documentary is unholy in several senses of the term.
MANOHLA DARGIS,0,11/12/2017 17:44,Marshall,"Review: In ‘Marshall,’ a Legal Pioneer Gives History a Shove",Read the New York Times Review of Marshall,article,http://www.nytimes.com/2017/10/12/movies/marshall-review-chadwick-boseman.html,PG-13,,10/13/2017,10/12/2017,Reginald Hudlin’s movie about the crusading lawyer and Supreme Court Justice Thurgood Marshall smartly keeps the focus tight.
TEO BUGBEE,0,11/2/2017 4:18,Te Ata,Review: ‘Te Ata’ Shares a Heroic Story of a Chickasaw Ambassador,Read the New York Times Review of Te Ata,article,http://www.nytimes.com/2017/10/12/movies/te-ata-review.html,PG,,10/13/2017,10/12/2017,A biopic about the rise of a Native American performer who overcame discriminatory laws to perform on Broadway and in the White House.
GLENN KENNY,0,11/12/2017 17:44,The Foreigner,Review: Jackie Chan Seeks Vengeance in ‘The Foreigner’,Read the New York Times Review of The Foreigner,article,http://www.nytimes.com/2017/10/12/movies/the-foreigner-review-jackie-chan-pierce-brosnan.html,R,,10/13/2017,10/12/2017,"He plays an aggrieved father facing off against Pierce Brosnan, who plays a character with possible links to the I.R.A."
